canonical_model_key,quant,repos,downloads
qwen3-16b-a3b-abliterated,q8,1,7
qwen3-18b-a3b-stranger-thoughts-abliterated-uncensored,q2,1,5292
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q2,2,2882
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q3,3,1644
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q4,2,162
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q5,2,84
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q6,1,49
qwen3-18b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q8,1,87
qwen3-22b-a3b-the-harley-quinn-puddin-abliterated-uncensored,q2,2,2426
qwen3-235b-a22b,q3,1,449
qwen3-235b-a22b,q4,1,199
qwen3-235b-a22b-instruct-2507,q3,1,243
qwen3-235b-a22b-instruct-2507,q4,1,23
qwen3-235b-a22b-instruct-2507,q5,1,40
qwen3-30b-a3b,none,6,3111
qwen3-30b-a3b-abliterated,none,7,2136
qwen3-30b-a3b-abliterated,q2,4,3307
qwen3-30b-a3b-abliterated,q3,3,11
qwen3-30b-a3b-abliterated,q4,4,165
qwen3-30b-a3b-abliterated,q5,3,43
qwen3-30b-a3b-abliterated,q6,3,45
qwen3-30b-a3b-abliterated,q8,1,29
qwen3-30b-a3b-abliterated-erotic,none,1,59
qwen3-30b-a3b-abliterated-erotic,q2,2,4748
qwen3-30b-a3b-abliterated-erotic,q4,1,106
qwen3-30b-a3b-abliterated-erotic,q8,1,101
qwen3-30b-a3b-abliterated-h-corpus-f16-00001-of-00002,q4,1,540
qwen3-30b-a3b-instruct-2507,none,1,414
qwen3-30b-a3b-thinking-2507,none,1,59
qwen3-32b,none,9,1823
qwen3-32b-abliterated,none,2,132
qwen3-32b-abliterated,q2,2,1825
qwen3-32b-abliterated,q3,1,31
qwen3-32b-abliterated,q4,1,253
qwen3-32b-abliterated,q8,2,968
qwen3-32b-uncensored,none,1,1299
qwen3-32b-uncensored,q2,3,2564
qwen3-33b-a3b-stranger-thoughts-abliterated-uncensored,q2,2,1306
qwen3-33b-a3b-stranger-thoughts-abliterated-uncensored,q5,1,68
qwen3-33b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q2,2,2721
qwen3-33b-a3b-stranger-thoughts-iponder-abliterated-uncensored,q4,1,92
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,bf16,1,260
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,none,4,800
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,q2,1,5650
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,q5,1,192
qwen3-42b-a3b-2507-thinking-abliterated-uncensored-total-recall-v2-medium-master-coder,q6,2,639
qwen3-42b-a3b-stranger-thoughts-deep20x-abliterated-uncensored,q2,2,1814
qwen3-42b-a3b-stranger-thoughts-deep20x-abliterated-uncensored,q4,1,111
qwen3-4b,bf16,1,1338
qwen3-4b,none,6,3229
qwen3-4b-abliterated,bf16,2,504
qwen3-4b-abliterated,none,3,32
qwen3-4b-abliterated,q2,4,721
qwen3-4b-abliterated,q4,3,51
qwen3-4b-abliterated,q5,2,8
qwen3-4b-abliterated,q6,1,8
qwen3-4b-abliterated,q8,3,25
qwen3-4b-abliterated-k,bf16,1,1472
qwen3-4b-abliterated-k,q4,1,40
qwen3-4b-abliterated-ties,q2,2,214
qwen3-4b-base,none,1,13
qwen3-4b-base,q4,1,682
qwen3-4b-instruct-2507,none,1,36
qwen3-4b-thinking-2507,none,2,871
qwen3-4b-thinking-2507-uncensored-fixed,q2,2,8264
qwen3-8b,bf16,1,495
qwen3-8b,none,5,5504
qwen3-8b-192k-context-6x-josiefied-uncensored,none,1,1356
qwen3-8b-192k-context-6x-josiefied-uncensored,q2,4,7326
qwen3-8b-192k-context-6x-josiefied-uncensored,q4,2,30
qwen3-8b-192k-context-6x-josiefied-uncensored,q5,2,21
qwen3-8b-192k-context-6x-josiefied-uncensored,q6,1,14
qwen3-8b-192k-context-6x-josiefied-uncensored,q8,1,115
qwen3-8b-64k-context-2x-josiefied-uncensored,q2,5,1590
qwen3-8b-64k-context-2x-josiefied-uncensored,q4,2,15
qwen3-8b-64k-context-2x-josiefied-uncensored,q5,2,13
qwen3-8b-64k-context-2x-josiefied-uncensored,q6,1,29
qwen3-8b-64k-context-2x-josiefied-uncensored,q8,1,93
qwen3-8b-abliterated,bf16,3,925
qwen3-8b-abliterated,int8,1,17
qwen3-8b-abliterated,none,4,197
qwen3-8b-abliterated,q2,4,1182
qwen3-8b-abliterated,q4,2,91
qwen3-8b-abliterated,q5,1,9
qwen3-8b-abliterated,q8,1,17
qwen3-8b-abliterated-ismart,q2,2,638
qwen3-8b-abliterated-k,bf16,1,754
qwen3-8b-abliterated-k,q4,1,24
qwen3-8b-abliterated-ties,q2,2,237
qwen3-8b-base,none,1,21
qwen3-8b-jailbroken,q2,2,1838
qwen3-8b-jailbroken,q5,1,14
qwen3-8b-servicenow-abliterated-v1,q2,2,785
qwen3-coder-30b-a3b-instruct,none,1,118
qwen3-coder-480b-a35b-instruct,q3,2,1039
qwen3-embedding-0-6b,none,6,5
qwen3-moe-4x1-7b-6-8b-lucys-song-uncensored,q2,2,841
qwen3-moe-6x0-6b-3-6b-writing-on-fire-uncensored,q2,2,1011
qwen3-moe-6x0-6b-3-6b-writing-on-fire-uncensored,q8,1,127
qwen3-moe-6x1-7b-10-2b-shining-madness-uncensored,q2,2,1344
qwen3-moe-6x1-7b-10-2b-shining-madness-uncensored,q6,1,35
qwen3-moe-6x1-7b-10-2b-shining-madness-uncensored,q8,1,69
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q2,3,1529
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q3,3,97
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q4,2,117
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q5,2,79
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q6,1,41
qwen3-the-josiefied-omega-directive-22b-uncensored-abliterated,q8,1,64
qwen3-the-xiaolong-josiefied-omega-directive-22b-uncensored-abliterated,q2,3,2313
qwen3-the-xiaolong-josiefied-omega-directive-22b-uncensored-abliterated,q4,1,14
qwen3-the-xiaolong-omega-directive-22b-uncensored-abliterated,q2,3,688
qwenlong-l1-32b,none,1,3
qwenlong-l1-32b-abliterated,q2,2,430
qwenlong-l1-32b-abliterated,q4,2,185
qwenlong-l1-32b-abliterated,q8,1,8
qwq-0-5b-distilled,none,1,34
qwq-32b,none,13,1303
qwq-32b-abliterated,int4,2,1149
qwq-32b-abliterated,none,5,149
qwq-32b-abliterated,q2,5,5835
qwq-32b-abliterated,q3,3,44
qwq-32b-abliterated,q4,2,50
qwq-32b-abliterated,q5,2,32
qwq-32b-abliterated,q6,1,26
qwq-32b-abliterated,q8,2,36
qwq-32b-abliterated-h-corpus-f16-00001-of-00002,q4,1,167
qwq-32b-abliterated-h-novel,none,1,54
qwq-32b-abliterated-h-novel,q2,2,1275
qwq-32b-instruct-abliterated,none,1,0
qwq-32b-instruct-abliterated,q2,2,455
qwq-32b-preview,none,7,1052
qwq-32b-preview-abliterated,bf16,1,1303
qwq-32b-preview-abliterated,none,14,36
qwq-32b-preview-abliterated,q2,3,1158
qwq-32b-preview-abliterated,q3,1,5
qwq-32b-preview-abliterated,q4,3,17
qwq-32b-preview-abliterated,q5,1,11
qwq-32b-preview-abliterated,q8,1,1
qwq-32b-preview-abliterated-linear25,bf16,1,3
qwq-32b-preview-abliterated-linear25,q2,2,299
qwq-32b-preview-abliterated-linear50,bf16,1,5
qwq-32b-preview-abliterated-linear50,q2,1,113
qwq-32b-preview-abliterated-linear75,bf16,1,23
qwq-32b-preview-abliterated-linear75,q2,2,371
qwq-32b-preview-abliterated-self-instruct-2x-ties-v1,q2,2,522
qwq-32b-preview-abliterated-self-instruct-2x-ties-v1,q8,1,5
qwq-32b-preview-abliterated-self-instruct-3x-ties-v1,q2,2,206
qwq-32b-preview-abliterated-self-instruct-3x-ties-v1,q8,1,5
qwq-32b-preview-abliterated-self-instruct-4x-ties-mgs-v1,q2,2,345
qwq-32b-preview-abliterated-self-instruct-4x-ties-mgs-v1,q8,1,4
qwq-32b-uncensored,none,1,76
qwq-32b-uncensored,q2,2,268
qwq-32b-uncensored,q4,1,8
qwq-32b-uncensored,q5,1,5
qwq-r1-abliterated-ties-qwen2-5-32b,q2,2,447
r1-1776-distill-llama-70b,none,3,18
r1-1776-distill-llama-70b-abliterated,q2,3,663
r1-qwen1-5b-abliteration-test,q8,1,3
randomcoserfacecoser,none,1,0
raven-unsafe,none,1,0
re-host-limarp-mistral,none,1,8
re-host-limarp-mistral,q6,1,84
realm,none,1,0
reka-flash-3,q2,1,6959
retriever-en-encoder-training-args,none,2,21
reverb-7b,none,1,3
reverb-7b-uncensored-delmat,q2,2,222
roberta-jailbreak-oracle,none,1,0
robust-llm-ad1773073f045078-from-eleutherai-pythia-1b-deduped,none,1,0
robust-llm-da138ebcdfab11ee933b86e11d54e141-from-eleutherai-pythia-6-9b-deduped,none,1,0
robust-llm-de206b9260b111ef91b93ac45c4e07d5-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de2b481e60b111ef9cdc0e5961250109-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de2d8a0c60b111ef8920d227b6567c85-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de446e8460b111efa0bdc6e485989e5d-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de4dc9de60b111ef900b9216331ee076-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de681d7a60b111efa04dc29c37b752ca-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de76424c60b111efb22fb67131a7c402-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de820fd260b111ef8ca642560019a8f3-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de83534260b111efb467ae46e23e6687-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de85757860b111ef9070aa04ee067a06-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-de929b8660b111efa8d31eaa90e2396d-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-dea6c7185a9011ef8c5d0af47afd567d-from-eleutherai-pythia-14m,none,1,0
robust-llm-dea7d56460b111efb0b91a79dd20f30c-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-deaf2c92592711efb8356ae2439f864a-from-eleutherai-pythia-14m,none,1,0
robust-llm-dec9444c60b111ef83d6820ad10cfcb1-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-ded4550860b111efa1214a38daedbb4a-from-rllm-pythia-14m-clf-spam-v-ian-082-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-0-5b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-1-5b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-14b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-3b-instruct-s-2,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s-1,none,1,0
robust-llm-oskar-034n-probe-jailbreaks-qwen2-5-7b-instruct-s-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-0-5b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-1-5b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-14b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-3b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-0-adv-tr-gcg-t,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-1-adv-tr-gcg-t-1,none,1,0
robust-llm-oskar-051-clf-jailbreaks-qwen2-5-7b-s-2-adv-tr-gcg-t-2,none,1,0
robust-llm-pythia-14m-niki-044c-imdb-random-token-1280-seed-0-debug,none,1,0
robust-llm-pythia-14m-niki-124-imdb-random-token-1280-seed-0-debug,none,1,0
robust-llm-pythia-14m-niki-124-imdb-random-token-1280-seed-0-debug-1,none,1,0
robust-llm-pythia-14m-niki-125-imdb-random-token-1280-seed-0-debug-2,none,1,0
robust-llm-pythia-14m-niki-125-imdb-random-token-1280-seed-0-debug-3,none,1,0
robust-llm-pythia-1b-rt-spam-debug,none,1,0
roleplai-13b-v1-uncensored,q2,2,110
roleplay,none,2,0
roleplay-9b-lora-800-porn,q2,2,5459
roleplay-abliterated-base-v3-llama-3-3-70b,q2,2,2098
roleplay-ai,none,1,0
roleplay-chat-getwghou,q2,1,37
roleplay-chatglm,none,1,0
roleplay-feedback-dataset-v2,none,1,0
roleplay-hermes-3-llama-3-1-8b,none,1,7
roleplay-hermes-3-llama-3-1-8b,q2,4,1210
roleplay-hermes-3-llama-3-1-8b,q4,2,29
roleplay-hermes-3-llama-3-1-8b,q5,2,23
roleplay-hermes-3-llama-3-1-8b,q6,1,12
roleplay-hermes-3-llama-3-1-8b,q8,1,7
roleplay-hermes-3-llama-3-1-8b-xs,q2,1,19
roleplay-llama-3-8b,q2,4,903
roleplay-llama-3-8b-neuron,none,1,0
roleplay-llama-3-8b-xs,q2,1,7
roleplay-mis-wes,q2,1,246
roleplay-mistral-7b,q2,2,628
roleplay-mistral-hxau04,q2,1,51
roleplay-model-v2-k,q6,1,15
roleplay-qwen-7b-chat,none,1,0
roleplay-qwen2-5-7b,q2,2,794
roleplay-unhinged-base-v1-llama-3-3-70b,q2,2,573
roleplay-unhinged-base-v2-llama-3-3-70b,q2,2,2779
roleplay-wav2vec2-jailbreak-classification,none,1,0
roleplay-with-milf-ai-fantasy,none,1,0
roleplayanakinskywalker,none,1,0
roleplayer-v1-llama-70b,q2,2,228
roleplayer-v2-llama-70b,q2,1,48
roleplayer-v3-llama-70b,q2,2,158
roleplayer-v4-llama-70b,q2,2,219
roleplayer-v5-llama-70b,q2,2,268
roleplayer-v6-llama-70b,q2,1,105
roleplaylake-7b,none,1,26
roleplaylake-7b,q2,3,522
roleplaylake-7b,q4,1,4
roleplaylake-7b,q6,1,58
roleplaylake-7b-k-m,q4,1,16
roleplaylake-7b-toxic,q2,2,364
roleplaylake-7b-toxic,q5,1,9
roleplaylake-7b-toxic,q6,1,25
roleplaylake-7b-xs,q2,1,15
roleplaylake-mai,none,1,0
roleplayms,none,1,0
roleplayv2e6,q2,1,46
roleplayv2e6,q8,1,5
roleplayv2e6-erica5e,q8,1,7
rombo-llm-v3-1-qwq-32b-abliterated,q2,2,3420
rombo-llm-v3-1-qwq-32b-abliterated,q3,1,1
rombo-llm-v3-1-qwq-32b-abliterated,q4,1,2
rombo-llm-v3-1-qwq-32b-abliterated,q5,1,4
runtime-backups-yolov8s,none,1,0
rwkv,none,1,0
rwkv-6-v2-ctx4096-roleplay,none,1,0
rwkv-v5-2-7b-role-play-16k,none,2,0
rwkv-v5-2-7b-role-play-16k-cuda-fp16i8,fp16,1,0
rwkv-x060-7b-rosebleu,none,1,0
rwkv-x060-world-3b-v2-1-claude-nsfw,none,1,0
rwkv-x060-world-3b-v2-1-claude-nsfw-roleplay,none,1,0
rwkv-x060-world-3b-v2-1-xuexue-v3-2,none,1,0
rwkv-x060-world-3b-v2-1-xuexue-v4,none,1,0
rwkv-x060-world-3b-v2-roleplay-nsfw-xuexue-v0,none,1,0
rwkv-x060-world-3b-v2-roleplay-nsfw-xuexue-v1,none,1,0
s1-1-32b,none,1,3
s1-1-32b-abliterated,q2,3,276
s1-1-32b-abliterated,q3,3,24
s1-1-32b-abliterated,q4,3,15
s1-1-32b-abliterated,q5,2,13
s1-1-32b-abliterated,q6,1,8
s1-1-32b-abliterated,q8,2,15
s1-32b,none,1,4
s1-32b-abliterated,q2,3,728
safety-nuner-zero,none,1,0
saiga-gemma2-9b-abliterated-sft-m2-d8,q4,1,0
saiga-gemma2-9b-abliterated-sft-m2-d8,q5,1,2
saiga-gemma2-9b-abliterated-sft-m3-d9-abliterated,q2,2,256
saiga-gemma2-9b-abliterated-sft-m3-d9-abliterated,q4,1,3
saiga-gemma2-9b-abliterated-sft-m3-d9-abliterated,q8,1,5
saiga-tlite-8b-abliterated-sft-m1-d9-xs,q2,1,378
sailor2-8b-chat,none,1,6
sailor2-8b-chat-uncensored,q2,3,551
samantha-roleplay-ptbr-v2,q2,2,220
samantha-roleplay-uwu-40b,q2,2,238
scifi-roleplay-24b-v1,q2,2,678
seallms-v3-1-5b-chat,none,1,30
seallms-v3-1-5b-chat-uncensored,none,1,4
seallms-v3-1-5b-chat-uncensored,q2,3,300
seallms-v3-7b-chat,none,1,7
seallms-v3-7b-chat-uncensored,none,1,3
seallms-v3-7b-chat-uncensored,q2,3,960
seed-coder-8b-instruct,none,1,11
seed-coder-8b-instruct-abliterated,none,1,1
seed-coder-8b-instruct-abliterated,q2,1,61
seed-oss-36b-instruct-abliterated,q2,3,2836
sentence-level-stereotype-detector,none,1,2
sex-roleplay-3-2-1b,fp16,1,159
sex-roleplay-3-2-1b,int4,1,39
sex-roleplay-3-2-1b,int8,2,261
sex-roleplay-3-2-1b,none,4,274
sex-roleplay-3-2-1b,q2,2,8637
sexygpt-uncensored,none,1,25
sexygpt-uncensored,q2,4,2250
sexygpt-uncensored,q4,1,376
sexygpt-uncensored-xs,q2,1,1222
sft-roleplay-model,none,1,0
shisa-v2-mistral-nemo-12b-abliterated,q2,2,539
shisa-v2-mistral-nemo-12b-abliterated,q4,1,5
sigil-of-satan-3-2-1b,q2,1,82
sigil-of-satan-3-2-1b,q6,1,0
silicon-maid-7b,none,1,30
silicon-maid-7b,q4,1,15
silicon-maid-7b,q6,1,39
simswap-512-unofficial,fp16,1,0
sky-freedom,none,1,0
sky-t1-32b-flash,none,2,4
sky-t1-32b-flash-abliterated-merge1,q2,2,9323
sky-t1-32b-flash-abliterated-merge1,q4,1,3
sky-t1-32b-flash-abliterated-merge1-618,q2,2,10407
sky-t1-32b-flash-abliterated-merge1-618,q4,1,2
sky-t1-32b-preview,none,1,7
sky-t1-32b-preview-abliterated,q2,2,488
sky-t1-32b-preview-abliterated,q3,3,14
sky-t1-32b-preview-abliterated,q4,2,8
sky-t1-32b-preview-abliterated,q5,2,7
sky-t1-32b-preview-abliterated,q6,1,6
sky-t1-32b-preview-abliterated,q8,1,3
skywork-o1-open-llama-3-1-8b,none,1,7
skywork-o1-open-llama-3-1-8b-abliterated,q2,2,306
smallthinker-3b-preview,none,1,54
smallthinker-3b-preview,q2,1,49
smallthinker-3b-preview-abliterated,q2,2,188
smallthinker-3b-preview-abliterated,q3,1,119
smaug-llama-3-70b-instruct-abliterated-v3,q2,4,409
smollm-135m-instruct,none,1,24
smollm-135m-instruct,q8,1,15
smollm-135m-instruct-jailbroken,q2,1,133
smollm2-1-7-roleplay,q2,2,250
smollm2-1-7-roleplay,q4,1,1
smollm2-1-7-roleplay,q8,1,6
smollm2-1-7b-instruct,none,3,131
smollm2-1-7b-instruct-abliterated,none,1,2
smollm2-1-7b-instruct-abliterated,q2,2,626
smollm2-1-7b-instruct-abliterated,q4,2,7
smollm2-1-7b-instruct-abliterated,q5,2,16
smollm2-1-7b-instruct-abliterated,q6,1,3
smollm2-1-7b-instruct-abliterated,q8,1,5
smollm2-1-7b-instruct-bnb,none,1,0
smollm2-1-7b-instruct-uncensored,q2,1,665
smollm2-1-7b-instruct-uncensored,q4,2,11
smollm2-1-7b-instruct-uncensored,q5,2,5
smollm2-1-7b-instruct-uncensored,q6,2,6
smollm2-1-7b-instruct-uncensored,q8,1,3
smollm2-1-7b-tq2,q2,1,41
smollm3-3b,bf16,1,59
smollm3-3b,none,1,5
smollumi-8b-instruct,q4,1,24
sn11-llama2-roleplay-2000-v16,none,2,3
snapshots-57becbbdc773d16d09d4da0d5c42fb6881fe1b3f-model-00001-of-00004,none,1,0
snapshots-edba446cd7fe662415702570fa1f58e2dc0017fc-model-00001-of-00002,none,1,0
soar-qwen-72b-abliterated,q2,2,22261
solar-10-7b-instruct-v1-0-uncensored,none,7,73
solar-10-7b-instruct-v1-0-uncensored,q2,5,9693
solar-10-7b-instruct-v1-0-uncensored,q8,1,10
solar-10-7b-instruct-v1-0-uncensored-k,q6,2,12
solar-10-7b-instruct-v1-0-uncensored-k-l,q2,1,54
solar-10-7b-instruct-v1-0-uncensored-xs,q2,1,46
solar-10-7b-instruct-v1-0-uncensored-xxs,q3,1,74
solar-uncensored-limarp-10-7b,q2,2,417
solar-uncensored-luna-10-7b,q2,2,270
solobsd-uncensored-alpaca-sp-unsloth-k-m,q4,1,6
spydaz-web-agi-deepthink-empathic-roleplay-r1,q2,2,257
stable-diffusion-tflite,none,1,55
stable-diffusion-v1-4-unsafe,none,1,0
stablelm-3b-abliterated,q2,3,1398
stablelm-zephyr-3b,none,1,6
stablelm-zephyr-3b-freedomrp-qlora-adapter-model,none,1,7
state,none,35,0
story-abliterated-base-v1-llama-3-3-70b,q2,2,529
storytime-13b,none,1,4
survival-uncensored-gemma-270m,q2,1,1895
survival-uncensored-gemma-270m,q4,1,77
survival-uncensored-gemma-270m,q5,1,151
swallowmaid-8b-l3-sppo-abliterated,q2,3,839
swallowmaid-8b-l3-sppo-abliterated,q8,1,4
swallowmaid-8b-l3-sppo-abliterated-xs,q2,1,38
szilviab-astral-cydonia-22b-abliterated-broken-but-in-a-nice-way,q2,4,332
szilviab-astral-cydonia-22b-abliterated-broken-but-in-a-nice-way,q8,1,0
szilviab-daredevil-longwriter-8b-abliterated,q2,2,427
szilviab-daredevil-longwriter-8b-abliterated,q4,2,5
szilviab-daredevil-longwriter-8b-abliterated,q5,2,8
szilviab-daredevil-longwriter-8b-abliterated,q6,1,6
szilviab-daredevil-longwriter-8b-abliterated,q8,2,18
szilviab-darkslushneuraldaredevil-8b-abliterated,q2,2,101
t-lite-instruct-0-1-abliterated,q2,3,215
t-lite-instruct-0-1-abliterated,q4,2,4
t-lite-instruct-0-1-abliterated,q5,1,0
t-lite-instruct-0-1-abliterated,q8,2,7
t3q-qwen2-5-14b-v1-0-e3,none,2,8
t3q-qwen2-5-14b-v1-0-e3-uncensored-delmat,q2,2,311
t5-small,none,1,17
t8-flux-1-dev-abliterated-v2-k-m,q4,1,202
tap-m-luna-ai-llama2-uncensored-k-s,q2,1,43
task1615-unfiltered-subsample-finetuning,none,1,0
tess-r1-limerick-llama-3-1-70b,none,1,4
tess-r1-limerick-llama-3-1-70b-abliterated,q2,3,541
tess-r1-limerick-llama-3-1-70b-abliterated,q5,1,7
teuken-7b-instruct-research-v0-4,none,1,8
thkim0305-meta-llama3-8b-ta-lr5e-5-epoch1-safe0-5-unsafe0-1,none,1,0
tifa-deepsex-14b-cot,q4,1,0
tigers-abliterated-9b,none,1,3
tigers-abliterated-9b,q2,2,441
tigers-abliterated-upscaled,q2,1,69
tiny-uncensored-new,none,1,2
tinydolphin-2-8-1-1-1b,q4,1,191
tinydolphin-2-8-1-1b,none,1,6
tinydolphin-2-8-1-1b,q5,1,8
tinydolphin-3x-moe,q4,1,373
tinyllama-1-1b-chat-v1,none,2,29
tinyllama-1-1b-intermediate-step-1431k-3t,q4,1,20
tinyllama-1-1b-intermediate-step-1431k-3t,q5,1,63
tinyllama-1-1b-step-50k-105b,none,2,15
tinyllama-1b-rewrite-jailbreak-prompt,q2,1,93
tinyllama-chat-bnb,none,2,9
tinyllama-chat-bnb,q4,2,136
tinyllama-chat-bnb,q8,1,54
tinyr1-32b-preview,none,1,4
tinyr1-32b-preview-abliterated,q2,2,264
tmp-spec-checkpoint-10000-pytorch-model,none,1,0
tokenizer-e351c8d8-checkpoint125,none,3,6
topic-embeddings,none,2,12
torquetheshellduck-freedomplanet,none,1,0
training-args,none,23,194
triangulum-1b,none,1,217
ultimate-infuencer-flux-v1,none,1,0
unaligned,none,1,0
unaligned-base-8b-1024k,q2,2,83
unaligned-llama-13b,q2,2,234
unaligned-rp-base-8b-2,q2,1,46
unaligned-rp-base-8b-3,q2,1,41
unaligned-thinker-llama3-1-8b,q2,2,475
unaligned-thinker-phi-4,q2,2,1692
uncensored-bahamuth-3-2-1b,q2,1,100
uncensored-codegemma-7b-k-m,q4,1,200
uncensored-deepseek-r1-distill-qwen-1-5b-finetune-1,q2,1,173
uncensored-deepseek-r1-distill-qwen-1-5b-finetune-2,q2,1,389
uncensored-frank-13b,none,2,28
uncensored-frank-13b,q2,1,335
uncensored-frank-13b-k-l,q2,1,46
uncensored-frank-33b,none,2,36
uncensored-frank-33b,q2,1,277
uncensored-frank-7b,none,2,19
uncensored-frank-7b,q2,1,170
uncensored-frank-llama-3-8b,none,2,10
uncensored-frank-llama-3-8b,q2,2,316
uncensored-frank-llama-3-8b-xs,q2,1,42
uncensored-frank-llama-3-8b-xxs,q2,1,50
uncensored-gemma-2b-k-m,q4,1,269
uncensored-gemma-7b-k-m,q4,1,211
uncensored-gemma-9b-k-m,bf16,1,52
uncensored-jordan-13b,none,4,29
uncensored-jordan-13b,q2,4,743
uncensored-jordan-13b-xs,q2,1,29
uncensored-jordan-33b,none,2,15
uncensored-jordan-33b,q2,3,872
uncensored-jordan-7b,none,2,68
uncensored-jordan-7b,q2,2,513
uncensored-kobold-1-1b,q2,1,319
uncensored-llama-3-1-8b-k-m,q4,1,50
uncensored-llama-3-2-3b,q2,3,594
uncensored-llama-3-2-3b-xs,q2,1,49
